age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,Income_predicted
20,4,11,9,4,0,4,4,0,0,0,40,10,<=50K,
38,4,9,13,2,12,0,4,1,0,1977,40,39,>50K,
44,4,15,10,0,6,1,4,1,0,0,40,39,<=50K,
42,6,8,11,2,2,0,1,1,2885,0,40,39,<=50K,
31,1,12,14,2,9,0,4,1,0,0,90,39,>50K,
35,6,1,7,2,2,0,4,1,0,0,36,39,<=50K,
30,6,15,10,0,2,1,4,1,0,0,35,39,<=50K,
35,4,11,9,0,2,3,4,1,0,0,20,39,<=50K,
40,4,11,9,3,0,3,4,0,0,0,38,39,<=50K,
23,4,0,6,4,13,3,1,1,0,0,30,27,<=50K,
63,4,11,9,2,0,0,2,1,0,0,40,39,<=50K,
20,7,11,9,4,13,3,4,1,0,0,40,39,<=50K,
50,1,12,14,2,3,0,4,1,0,0,60,39,>50K,
49,4,12,14,2,11,0,4,1,0,0,45,39,<=50K,
53,6,0,6,2,4,0,4,1,0,0,40,39,<=50K,
34,4,11,9,5,0,3,4,0,0,0,40,39,<=50K,
54,4,11,9,0,13,1,4,1,0,0,56,39,>50K,
40,4,15,10,2,0,0,4,1,0,0,40,39,>50K,
28,4,0,6,4,4,2,4,1,0,0,35,25,<=50K,
24,4,11,9,4,2,3,4,1,0,0,40,7,<=50K,
37,4,3,2,4,7,4,4,0,0,0,48,7,<=50K,
62,4,11,9,2,11,5,4,0,0,0,16,39,<=50K,
51,4,8,11,6,9,4,1,0,0,0,40,39,<=50K,
65,4,15,10,6,0,1,4,0,2346,0,40,39,<=50K,
31,4,11,9,4,0,3,4,0,0,0,8,39,<=50K,
42,5,15,10,0,3,4,4,1,0,0,90,39,>50K,
42,4,11,9,2,7,5,2,0,0,0,35,39,<=50K,
54,4,7,12,2,2,0,4,1,0,0,40,4,<=50K,
23,4,9,13,4,3,3,4,0,0,0,60,39,<=50K,
28,4,11,9,4,7,1,4,0,0,0,46,39,<=50K,
42,4,1,7,0,2,1,4,1,0,0,40,39,<=50K,
30,4,11,9,4,3,1,2,1,0,0,40,39,<=50K,
33,0,11,9,2,2,0,4,1,0,0,40,39,<=50K,
33,4,11,9,0,12,1,4,0,0,0,40,39,<=50K,
39,4,11,9,0,6,4,4,1,2977,0,40,39,<=50K,
27,4,1,7,2,5,0,4,1,0,0,40,39,<=50K,
20,3,1,7,4,7,3,2,1,0,0,40,39,<=50K,
62,4,4,3,2,4,0,1,1,0,0,40,30,<=50K,
17,4,0,6,4,11,2,4,1,0,0,30,39,<=50K,
58,4,15,10,0,0,1,2,0,0,0,55,39,>50K,
69,5,12,14,2,3,0,4,1,6514,0,40,39,>50K,
34,4,9,13,2,9,0,4,1,0,0,42,39,>50K,
34,4,9,13,5,11,1,4,1,0,2824,50,39,>50K,
64,0,15,10,2,0,5,4,0,0,0,40,39,>50K,
27,4,15,10,2,2,0,4,1,0,0,55,27,<=50K,
40,4,5,4,2,2,0,4,1,0,0,40,7,<=50K,
53,1,12,14,2,0,0,4,1,0,0,38,39,>50K,
44,4,10,16,4,9,1,4,1,0,0,45,39,<=50K,
37,4,4,3,4,0,2,4,0,0,0,40,25,<=50K,
46,4,9,13,2,12,0,4,1,0,0,60,39,>50K,
17,4,6,5,4,6,3,4,1,0,0,20,39,<=50K,
36,1,7,12,5,0,4,4,0,0,0,40,39,<=50K,
49,7,11,9,2,5,0,4,1,0,0,40,39,>50K,
48,4,14,15,0,9,4,4,0,0,0,25,39,<=50K,
26,4,9,13,4,11,2,4,1,0,0,40,39,<=50K,
26,4,7,12,4,0,1,4,0,0,0,8,39,<=50K,
29,4,6,5,4,6,1,4,1,0,0,40,39,<=50K,
54,4,15,10,2,11,0,4,1,7298,0,50,39,>50K,
36,1,15,10,5,0,3,2,1,0,0,40,39,<=50K,
18,1,0,6,4,7,3,4,1,0,0,25,39,<=50K,
22,4,11,9,2,7,3,2,1,0,0,40,39,<=50K,
52,4,11,9,2,2,0,4,1,0,0,45,7,>50K,
36,6,15,10,2,7,5,4,0,0,0,40,39,<=50K,
25,4,9,13,4,3,3,4,0,0,1726,60,39,<=50K,
49,6,10,16,4,9,1,4,1,99999,0,70,39,>50K,
42,4,15,10,2,11,0,4,1,0,0,50,39,>50K,
37,4,8,11,2,11,0,4,1,0,0,54,39,<=50K,
39,4,7,12,4,2,3,4,1,0,0,40,39,<=50K,
53,4,11,9,2,3,0,4,1,0,0,40,39,<=50K,
51,4,15,10,2,12,5,4,0,0,0,40,39,>50K,
62,1,8,11,0,0,1,2,0,0,0,40,39,<=50K,
38,4,4,3,2,6,0,4,1,0,0,40,25,<=50K,
23,4,9,13,4,12,1,4,1,0,0,40,39,<=50K,
39,4,11,9,2,6,0,4,1,0,2051,40,39,<=50K,
37,0,15,10,4,0,3,4,1,0,0,40,39,<=50K,
27,3,7,12,2,7,5,4,0,0,0,40,39,<=50K,
41,4,15,10,2,6,0,4,1,0,0,40,39,<=50K,
25,4,15,10,2,3,5,2,0,0,0,40,39,>50K,
35,4,7,12,0,7,4,4,0,0,0,50,39,<=50K,
47,4,11,9,2,2,0,4,1,0,1977,45,39,>50K,
30,4,11,9,4,7,1,4,1,0,0,40,33,<=50K,
29,4,8,11,2,12,0,4,1,0,2051,40,39,<=50K,
36,4,8,11,2,3,5,4,0,0,0,50,39,>50K,
42,4,9,13,3,13,1,4,1,0,0,60,39,<=50K,
44,5,11,9,0,2,1,4,1,0,0,60,32,<=50K,
27,4,9,13,4,6,1,4,1,0,0,41,39,<=50K,
39,4,11,9,5,5,1,2,1,0,0,40,39,<=50K,
46,4,11,9,0,2,1,4,1,0,1741,40,39,<=50K,
32,6,11,9,0,11,3,4,1,0,1590,62,39,<=50K,
31,4,9,13,4,11,1,2,0,0,0,50,39,<=50K,
23,4,1,7,4,2,4,4,1,0,0,35,39,<=50K,
47,4,12,14,2,3,0,4,1,15024,0,55,39,>50K,
66,4,9,13,2,9,0,4,1,0,0,99,39,<=50K,
52,4,11,9,2,5,0,4,1,0,0,40,39,>50K,
53,5,1,7,6,3,1,4,0,0,0,30,39,<=50K,
48,6,9,13,2,3,0,1,1,0,0,40,23,<=50K,
37,5,7,12,5,3,4,4,1,0,0,50,39,<=50K,
17,4,1,7,4,7,3,4,0,0,0,5,39,<=50K,
50,4,8,11,2,2,0,4,1,0,0,40,39,>50K,
28,3,11,9,4,7,2,4,0,0,0,40,25,<=50K,
17,0,1,7,4,0,1,2,0,0,1602,40,39,<=50K,
39,4,15,10,0,2,4,2,1,0,0,40,39,<=50K,
28,0,9,13,4,12,1,2,0,0,0,40,39,<=50K,
38,4,7,12,0,2,1,4,1,0,0,40,39,<=50K,
53,4,11,9,2,13,0,4,1,0,1902,40,39,>50K,
28,1,9,13,0,9,1,4,1,0,0,40,39,<=50K,
42,4,15,10,2,9,0,4,1,15024,0,32,39,>50K,
40,4,6,5,4,13,1,4,1,0,0,45,39,<=50K,
32,7,9,13,2,10,0,4,1,0,0,40,39,>50K,
23,7,9,13,4,0,3,4,1,0,0,40,39,<=50K,
25,4,9,13,4,11,3,1,1,2174,0,40,40,<=50K,
41,4,11,9,2,2,0,1,1,0,0,40,36,<=50K,
18,4,2,8,4,11,3,4,1,594,0,14,39,<=50K,
29,1,9,13,2,9,0,4,1,0,1848,60,10,>50K,
34,4,0,6,2,2,0,4,1,0,0,40,39,<=50K,
34,4,11,9,0,2,4,4,1,0,0,44,39,<=50K,
48,7,14,15,2,9,0,4,1,15024,0,50,39,>50K,
36,5,14,15,2,9,0,4,1,0,0,80,39,>50K,
67,0,11,9,6,7,4,4,1,0,0,40,39,<=50K,
53,4,11,9,2,2,0,4,1,7298,0,40,39,>50K,
53,6,9,13,2,3,0,4,1,0,2415,40,39,>50K,
45,4,10,16,0,9,1,4,1,0,0,45,39,>50K,
22,4,0,6,5,7,4,4,0,0,0,35,39,<=50K,
25,4,9,13,2,3,0,4,1,0,0,43,39,<=50K,
61,4,15,10,0,7,1,4,0,0,0,40,39,<=50K,
31,1,15,10,4,0,1,2,0,0,0,40,39,<=50K,
47,5,11,9,2,9,0,4,1,0,0,38,10,<=50K,
31,4,3,2,2,9,0,4,1,0,0,45,39,<=50K,
17,4,6,5,4,11,2,3,0,0,0,32,25,<=50K,
38,5,15,10,2,11,0,4,1,0,0,50,39,>50K,
23,4,11,9,2,5,0,2,1,0,0,40,27,<=50K,
42,4,15,10,6,3,1,0,0,0,0,40,39,<=50K,
78,4,4,3,2,13,0,1,1,0,0,36,39,<=50K,
54,4,8,11,2,3,0,4,1,0,0,40,39,>50K,
26,1,9,13,4,0,3,1,0,0,0,50,39,<=50K,
30,4,11,9,2,9,0,4,1,0,0,35,39,>50K,
46,4,9,13,2,2,0,4,1,0,0,40,39,>50K,
26,4,9,13,4,9,1,2,0,0,0,45,39,<=50K,
30,4,11,9,4,11,3,4,0,0,0,35,39,<=50K,
66,1,10,16,2,9,0,2,1,20051,0,35,22,>50K,
23,4,11,9,4,2,3,2,1,2597,0,40,39,<=50K,
25,4,15,10,4,12,3,4,1,0,0,40,39,<=50K,
32,5,9,13,2,11,0,4,1,0,0,40,39,<=50K,
25,1,11,9,2,2,0,4,1,0,0,38,39,<=50K,
22,4,15,10,4,12,3,4,0,0,0,40,39,<=50K,
29,1,1,7,0,7,4,2,0,0,0,20,39,<=50K,
41,0,9,13,4,3,1,4,1,0,0,40,39,>50K,
19,4,15,10,4,11,3,4,0,0,0,35,39,<=50K,
39,4,11,9,2,11,0,1,1,0,0,26,27,<=50K,
51,4,14,15,2,9,0,4,1,0,0,50,39,>50K,
29,3,11,9,5,7,4,2,0,0,0,20,39,<=50K,
27,4,4,3,2,4,0,4,1,0,0,40,25,<=50K,
33,4,9,13,2,9,0,2,1,0,0,40,39,>50K,
19,4,11,9,4,11,3,4,0,0,0,8,39,<=50K,
67,3,11,9,2,7,0,2,1,0,0,20,39,<=50K,
41,4,9,13,2,9,0,4,1,0,0,45,39,>50K,
29,0,12,14,2,9,0,4,1,0,0,40,39,>50K,
28,4,11,9,2,0,0,2,1,0,0,40,39,<=50K,
25,4,15,10,4,3,3,4,1,0,0,40,39,<=50K,
21,0,11,9,4,0,3,4,1,0,0,36,39,<=50K,
24,1,15,10,4,12,1,4,1,14344,0,50,39,>50K,
48,4,1,7,0,7,1,4,0,0,0,31,39,<=50K,
46,5,14,15,2,9,0,4,1,0,0,60,39,>50K,
35,4,15,10,2,11,0,4,1,0,0,50,39,<=50K,
35,0,9,13,2,3,0,4,1,0,0,40,39,>50K,
50,4,0,6,2,2,0,4,1,0,0,40,39,<=50K,
22,4,11,9,4,11,3,4,0,0,0,40,27,<=50K,
62,1,9,13,2,9,5,4,0,0,0,40,39,<=50K,
39,1,12,14,2,9,0,4,1,0,1977,45,39,>50K,
33,1,11,9,0,2,4,4,1,0,0,40,39,<=50K,
22,4,15,10,4,5,1,4,0,0,0,30,39,<=50K,
50,4,11,9,2,2,0,4,1,0,0,48,39,>50K,
25,4,1,7,0,3,4,4,0,0,0,40,39,<=50K,
44,4,15,10,0,7,4,4,0,0,0,40,39,<=50K,
26,4,11,9,2,13,0,4,1,0,0,40,39,>50K,
31,7,12,14,0,3,4,4,0,0,0,50,39,>50K,
56,4,11,9,2,11,5,4,0,0,0,15,39,<=50K,
49,6,5,4,2,11,0,4,1,0,0,40,39,<=50K,
49,4,2,8,2,2,0,4,1,0,0,40,39,>50K,
46,4,11,9,6,0,4,4,0,0,0,43,39,<=50K,
33,4,15,10,4,2,1,2,1,0,0,40,39,<=50K,
25,4,9,13,4,9,1,4,0,0,0,30,39,<=50K,
40,4,7,12,0,3,1,4,0,0,0,40,39,>50K,
72,3,5,4,0,7,1,4,1,0,0,30,39,<=50K,
32,7,12,14,4,9,1,4,1,0,0,10,39,<=50K,
44,4,9,13,2,13,0,4,1,0,0,55,39,<=50K,
48,4,11,9,0,0,1,4,0,0,0,30,39,<=50K,
50,4,8,11,2,9,5,4,0,0,1887,36,39,>50K,
61,4,15,10,2,0,5,4,0,15024,0,34,39,>50K,
22,1,11,9,4,5,3,2,1,0,0,40,39,<=50K,
17,4,1,7,4,5,3,4,1,0,0,17,39,<=50K,
49,5,14,15,2,9,0,4,1,0,0,60,39,>50K,
26,4,11,9,2,7,0,4,1,0,0,50,39,<=50K,
34,1,8,11,0,10,3,1,1,0,0,40,39,<=50K,
51,4,11,9,2,2,0,4,1,7298,0,50,39,>50K,
48,4,11,9,2,2,0,4,1,0,0,42,39,>50K,
63,4,12,14,2,9,0,4,1,0,0,50,39,>50K,
73,4,15,10,2,0,5,4,0,20051,0,36,39,>50K,
51,4,11,9,0,9,1,4,0,0,0,43,39,<=50K,
38,4,12,14,2,7,0,2,1,0,1485,40,27,<=50K,
54,4,15,10,2,9,0,4,1,0,0,40,39,>50K,
41,4,11,9,2,2,0,4,1,0,1848,40,39,>50K,
65,3,9,13,2,7,0,4,1,0,2377,40,39,>50K,
36,6,9,13,2,3,0,4,1,4386,0,50,39,>50K,
42,4,5,4,2,2,0,3,1,0,0,40,39,<=50K,
38,4,15,10,2,2,0,4,1,7688,0,40,39,>50K,
37,7,9,13,2,3,0,4,1,0,0,50,39,>50K,
35,7,11,9,2,2,0,4,1,0,1485,40,39,>50K,
51,6,15,10,2,2,0,4,1,0,0,40,39,<=50K,
27,7,9,13,4,9,3,2,0,0,0,40,39,<=50K,
19,3,15,10,4,7,3,4,1,0,0,16,39,<=50K,
37,4,8,11,2,6,0,4,1,0,0,42,39,>50K,
29,4,11,9,2,6,0,4,1,0,0,45,39,<=50K,
33,4,3,2,2,2,1,4,1,0,2603,32,25,<=50K,
60,4,11,9,0,6,1,4,1,4650,0,40,39,<=50K,
22,4,9,13,4,0,3,4,1,0,0,20,39,<=50K,
22,3,15,10,4,7,3,2,1,0,1721,20,39,<=50K,
60,7,8,11,6,7,1,2,0,0,0,37,39,<=50K,
35,4,1,7,5,7,4,4,1,0,0,20,39,<=50K,
45,4,8,11,0,0,1,4,0,0,0,40,39,<=50K,
30,4,11,9,2,6,0,1,1,0,0,40,40,>50K,
43,5,15,10,2,3,0,4,1,0,0,70,39,>50K,
32,7,12,14,4,0,1,4,0,0,0,38,39,<=50K,
35,4,11,9,2,2,0,4,1,0,0,42,39,<=50K,
32,4,8,11,0,7,4,2,0,0,0,40,39,<=50K,
61,4,8,11,2,2,0,1,1,0,0,40,39,>50K,
40,7,12,14,0,3,4,4,0,1506,0,40,39,<=50K,
20,3,0,6,4,7,1,4,0,0,0,30,39,<=50K,
42,5,9,13,2,11,0,4,1,0,0,60,39,>50K,
21,4,15,10,4,11,4,4,0,0,0,35,39,<=50K,
36,7,11,9,2,3,0,4,1,0,0,60,39,>50K,
24,4,9,13,2,11,2,4,1,0,0,40,39,<=50K,
47,4,9,13,2,3,0,4,1,0,0,57,39,>50K,
51,4,7,12,0,12,1,4,1,0,0,30,39,<=50K,
65,3,11,9,6,7,1,2,0,0,0,40,39,<=50K,
61,4,9,13,0,8,1,4,0,0,0,12,27,<=50K,
67,4,15,10,6,11,1,4,0,0,0,25,26,<=50K,
49,4,11,9,2,4,0,4,1,0,0,25,39,<=50K,
63,3,11,9,2,7,0,4,1,0,1485,40,39,>50K,
58,4,8,11,2,2,0,4,1,0,1887,48,39,>50K,
61,4,5,4,0,6,4,4,0,0,0,40,39,<=50K,
36,4,11,9,2,2,0,2,1,0,0,35,39,<=50K,
19,4,15,10,4,12,2,1,1,0,0,40,40,<=50K,
29,6,15,10,2,2,0,4,1,0,0,35,39,<=50K,
43,4,9,13,2,6,0,4,1,0,1887,40,39,>50K,
60,6,11,9,0,11,1,2,1,2597,0,55,39,<=50K,
21,4,15,10,4,11,4,4,1,0,0,40,39,<=50K,
22,4,11,9,5,11,4,4,0,0,0,40,39,<=50K,
33,4,9,13,2,3,0,4,1,0,0,65,39,>50K,
36,4,9,13,4,11,1,1,0,0,0,50,2,<=50K,
37,4,9,13,4,13,1,4,1,0,0,46,39,<=50K,
35,4,7,12,1,0,5,4,0,0,0,40,39,<=50K,
17,4,0,6,4,8,3,4,1,0,0,30,39,<=50K,
37,4,11,9,2,2,0,4,1,0,0,60,39,>50K,
22,3,11,9,4,7,1,4,0,0,0,45,39,<=50K,
28,4,15,10,2,2,0,4,1,0,0,40,39,>50K,
57,5,11,9,2,13,0,4,1,5178,0,60,17,>50K,
26,4,15,10,4,4,2,4,0,0,0,65,39,<=50K,
45,1,1,7,2,7,0,2,1,0,0,50,39,<=50K,
32,4,9,13,2,2,0,4,1,0,0,44,39,>50K,
63,4,15,10,6,0,4,4,0,0,0,43,39,<=50K,
22,4,15,10,4,9,2,1,0,0,0,20,35,<=50K,
36,4,15,10,2,3,0,4,1,0,0,55,39,>50K,
45,7,11,9,2,3,5,4,0,0,0,40,39,<=50K,
27,7,9,13,4,9,1,4,1,0,0,60,39,<=50K,
47,6,11,9,2,4,0,4,1,0,0,56,39,>50K,
46,4,5,4,4,7,3,4,1,0,0,52,39,<=50K,
28,4,15,10,4,6,3,4,0,0,0,40,39,<=50K,
45,4,11,9,4,5,2,4,1,0,0,40,39,<=50K,
26,4,9,13,4,0,3,1,0,0,0,40,37,<=50K,
32,6,0,6,2,3,0,4,1,0,0,45,39,<=50K,
30,1,2,8,2,0,5,4,0,0,0,40,39,<=50K,
59,4,0,6,2,13,0,4,1,0,0,40,33,<=50K,
58,7,10,16,4,3,1,4,0,0,0,43,39,>50K,
45,4,15,10,0,5,1,4,1,0,0,30,39,<=50K,
76,6,15,10,6,13,1,4,1,0,0,40,39,<=50K,
38,4,11,9,0,0,3,4,0,0,0,40,39,<=50K,
32,4,12,14,4,11,3,2,1,0,0,40,39,<=50K,
38,6,11,9,0,4,1,4,1,0,0,50,39,<=50K,
30,4,7,12,4,9,4,2,0,0,0,36,39,<=50K,
53,5,8,11,2,3,0,4,1,0,0,40,11,>50K,
41,4,9,13,2,6,0,4,1,0,0,40,27,<=50K,
27,7,9,13,4,9,1,4,1,0,0,50,39,<=50K,
44,1,7,12,2,4,0,4,1,0,0,30,39,<=50K,
35,4,12,14,2,3,0,1,1,0,0,50,39,>50K,
36,4,3,2,4,7,2,3,0,0,0,40,7,<=50K,
51,4,15,10,2,3,5,4,0,0,0,10,39,>50K,
42,1,11,9,2,13,0,4,1,0,0,40,39,<=50K,
40,6,9,13,1,9,0,4,1,7298,0,50,39,>50K,
45,4,11,9,2,5,0,4,1,0,0,40,39,<=50K,
55,4,6,5,0,2,4,4,0,99999,0,37,39,>50K,
36,4,5,4,2,6,0,4,1,0,0,40,39,<=50K,
57,0,11,9,2,2,0,2,1,0,0,40,39,>50K,
27,4,11,9,0,12,1,4,0,0,0,45,39,<=50K,
62,4,12,14,4,5,1,4,1,4650,0,40,39,<=50K,
29,4,9,13,2,11,0,4,1,0,0,55,39,<=50K,
38,6,9,13,4,2,1,0,1,0,0,30,39,<=50K,
19,3,2,8,4,7,3,2,1,0,0,30,39,<=50K,
32,1,12,14,4,9,1,4,0,4865,0,40,39,<=50K,
34,4,9,13,4,3,1,4,1,0,1741,40,39,<=50K,
25,4,7,12,4,9,1,4,1,0,0,55,39,<=50K,
34,1,12,14,4,9,1,4,1,0,0,35,39,<=50K,
37,7,15,10,2,3,0,4,1,0,0,38,39,<=50K,
18,4,11,9,4,5,3,4,1,0,0,25,39,<=50K,
24,4,8,11,4,2,3,4,1,0,0,40,39,<=50K,
17,4,2,8,4,7,3,4,0,0,0,30,39,<=50K,
35,4,9,13,0,11,1,4,0,0,0,40,39,<=50K,
31,4,8,11,5,12,4,2,0,0,0,32,39,<=50K,
29,4,7,12,4,2,1,4,1,0,0,60,39,<=50K,
71,3,9,13,2,7,0,4,1,0,0,10,39,>50K,
35,0,11,9,2,0,0,4,1,0,0,40,39,<=50K,
55,6,11,9,2,2,0,4,1,0,0,50,39,<=50K,
37,4,4,3,2,6,0,4,1,0,0,40,25,<=50K,
33,1,15,10,4,0,4,2,0,0,0,18,39,<=50K,
32,4,11,9,2,5,0,4,1,0,0,45,39,<=50K,
63,3,1,7,5,7,1,2,1,0,0,40,39,<=50K,
39,4,12,14,4,9,1,4,1,0,0,40,39,<=50K,
42,1,11,9,2,4,0,4,1,0,0,40,7,<=50K,
30,7,12,14,2,9,5,4,0,0,0,50,39,>50K,
30,4,8,11,4,9,1,4,1,0,0,40,39,<=50K,
48,5,11,9,2,4,0,4,1,0,0,40,39,>50K,
57,6,9,13,2,11,0,4,1,0,0,10,39,<=50K,
56,4,0,6,0,7,4,2,0,0,0,45,39,<=50K,
28,4,15,10,4,10,3,4,1,0,0,40,15,<=50K,
43,4,9,13,2,12,0,4,1,0,0,24,39,>50K,
46,4,11,9,2,2,0,4,1,0,0,60,39,<=50K,
60,4,9,13,2,3,0,4,1,15024,0,45,39,>50K,
50,1,12,14,0,9,4,4,0,0,0,65,39,<=50K,
41,4,11,9,0,8,2,2,0,0,0,40,39,<=50K,
38,4,15,10,2,3,5,4,0,0,0,38,39,>50K,
59,4,15,10,2,3,0,4,1,0,0,50,39,>50K,
72,4,12,14,4,9,1,4,1,2329,0,60,39,<=50K,
47,1,15,10,0,0,1,4,0,0,0,33,39,<=50K,
29,4,8,11,4,2,2,4,1,0,0,40,39,<=50K,
35,4,9,13,2,9,0,4,1,0,0,60,39,<=50K,
24,4,15,10,2,0,0,4,1,0,0,15,39,<=50K,
22,4,11,9,4,11,4,4,0,0,0,40,39,<=50K,
42,4,9,13,2,9,0,4,1,7298,0,45,39,>50K,
55,0,9,13,5,7,4,4,0,0,0,72,27,<=50K,
40,7,12,14,0,9,4,4,0,0,0,20,39,<=50K,
61,4,11,9,0,0,1,1,0,0,0,40,23,<=50K,
58,6,9,13,4,4,3,4,1,0,0,72,39,<=50K,
39,7,11,9,0,9,1,4,1,0,0,40,39,<=50K,
45,6,15,10,0,9,1,4,0,0,0,50,39,<=50K,
69,3,10,16,2,7,0,4,1,0,0,50,39,>50K,
36,4,9,13,2,11,5,4,1,0,0,60,27,<=50K,
34,4,8,11,2,2,0,4,1,7688,0,40,39,>50K,
45,4,9,13,2,9,0,4,1,0,0,45,39,>50K,
27,3,2,8,2,7,0,2,1,0,0,45,39,<=50K,
28,4,15,10,5,5,1,2,1,0,0,40,39,<=50K,
27,4,15,10,4,0,1,4,0,0,0,60,39,<=50K,
41,7,11,9,4,7,1,4,0,0,0,40,39,<=50K,
18,7,11,9,4,11,1,2,0,0,0,30,39,<=50K,
44,4,9,13,2,12,0,4,1,0,0,40,39,>50K,
47,4,8,11,2,3,5,4,0,0,0,45,39,>50K,
36,1,11,9,2,3,0,4,1,0,0,40,39,<=50K,
66,4,13,1,6,8,2,4,0,0,0,40,12,<=50K,
33,4,11,9,0,0,4,4,0,0,0,45,39,<=50K,
39,1,11,9,0,5,1,4,1,0,0,40,39,>50K,
30,4,11,9,4,13,3,2,1,0,0,40,39,<=50K,
62,6,12,14,0,9,4,4,0,0,0,32,39,<=50K,
21,4,15,10,4,0,1,4,0,0,0,45,39,<=50K,
50,5,12,14,2,9,0,4,1,7298,0,50,39,>50K,
30,4,9,13,2,3,0,4,1,3103,0,60,39,>50K,
43,4,11,9,2,3,0,4,1,0,0,40,39,>50K,
19,4,15,10,4,7,2,4,0,0,0,40,39,<=50K,
26,0,8,11,4,2,3,4,1,0,0,50,23,<=50K,
50,4,5,4,2,13,0,4,1,0,1579,65,1,<=50K,
45,0,12,14,0,3,1,4,1,0,0,40,39,>50K,
46,5,12,14,2,11,0,4,1,0,0,50,39,>50K,
56,4,5,4,2,3,0,4,1,0,0,40,39,>50K,
25,4,15,10,2,0,5,2,0,3103,0,40,39,>50K,
47,4,12,14,5,6,4,1,0,0,0,42,18,<=50K,
23,4,11,9,2,11,0,4,1,0,0,45,39,<=50K,
51,6,11,9,5,7,4,4,0,0,0,20,39,<=50K,
19,4,15,10,4,12,1,4,0,0,0,25,39,<=50K,
32,4,11,9,0,7,4,4,0,0,0,80,39,<=50K,
52,4,11,9,0,13,1,4,1,0,0,40,39,<=50K,
36,4,15,10,5,7,2,2,0,0,0,40,39,<=50K,
26,3,11,9,4,7,3,4,0,0,0,40,39,<=50K,
26,5,2,8,2,11,0,3,1,0,0,98,5,<=50K,
35,1,15,10,2,2,0,4,1,0,0,40,39,<=50K,
58,0,9,13,2,0,0,4,1,0,0,40,39,>50K,
32,4,1,7,0,2,3,4,1,0,0,50,39,<=50K,
23,4,15,10,4,7,2,4,0,0,0,40,39,<=50K,
28,6,15,10,4,6,1,2,1,0,0,40,39,<=50K,
20,4,0,6,4,7,2,4,1,0,0,35,25,<=50K,
56,4,11,9,2,13,0,4,1,3103,0,45,39,>50K,
26,4,11,9,0,0,3,4,0,0,0,40,39,<=50K,
43,7,9,13,0,9,4,4,0,1506,0,36,39,<=50K,
45,6,15,10,4,9,1,4,1,0,0,35,39,<=50K,
34,4,15,10,2,3,5,4,0,7688,0,50,39,>50K,
54,4,3,2,2,7,0,4,1,0,0,35,25,<=50K,
51,1,11,9,6,7,4,4,0,0,0,40,39,<=50K,
58,6,15,10,2,4,0,4,1,0,0,60,39,<=50K,
49,4,7,12,5,0,1,4,0,2597,0,40,39,<=50K,
44,4,15,10,4,7,1,4,0,0,0,40,39,<=50K,
39,4,9,13,2,9,0,4,1,0,0,40,39,<=50K,
37,4,15,10,2,5,0,4,1,0,0,40,39,<=50K,
49,4,11,9,0,0,1,4,1,0,0,32,39,<=50K,
60,0,11,9,4,0,1,2,0,0,0,40,39,<=50K,
28,0,9,13,4,3,1,2,1,0,0,40,39,<=50K,
23,4,15,10,2,6,0,0,1,0,0,30,39,<=50K,
44,4,9,13,4,9,1,4,0,0,0,45,39,<=50K,
19,7,15,10,4,4,3,4,1,0,0,12,39,<=50K,
41,6,11,9,2,4,0,4,1,0,0,38,39,<=50K,
56,0,9,13,2,3,0,4,1,7688,0,40,39,>50K,
44,4,7,12,2,3,0,4,1,0,0,54,39,>50K,
30,4,9,13,2,2,0,1,1,0,0,36,40,>50K,
23,4,9,13,4,11,1,4,0,0,0,40,39,<=50K,
44,4,11,9,2,3,5,4,0,3103,0,40,39,>50K,
38,4,11,9,2,3,0,4,1,7688,0,70,39,>50K,
32,4,15,10,2,11,0,4,1,5178,0,50,39,>50K,
57,6,12,14,4,4,1,4,1,0,0,20,39,<=50K,
35,4,14,15,2,9,0,4,1,7688,0,50,39,>50K,
48,6,9,13,2,3,0,4,1,99999,0,50,39,>50K,
32,1,15,10,2,10,0,4,1,0,0,99,39,<=50K,
76,0,12,14,6,9,1,4,0,0,0,15,39,<=50K,
57,1,11,9,0,5,1,2,0,0,0,30,39,<=50K,
58,3,15,10,4,7,1,4,0,0,0,40,39,<=50K,
51,4,12,14,2,3,0,4,1,7298,0,50,39,>50K,
50,4,0,6,2,7,0,2,1,0,0,40,39,<=50K,
38,4,11,9,1,7,5,4,0,0,0,25,39,<=50K,
53,4,11,9,2,13,0,4,1,0,2002,40,39,<=50K,
59,6,5,4,2,2,0,4,1,0,0,20,39,<=50K,
44,4,8,11,0,3,1,4,1,8614,0,40,39,>50K,
23,4,7,12,4,11,3,4,1,0,0,20,39,<=50K,
34,1,13,1,4,0,3,2,0,0,0,25,39,<=50K,
38,4,9,13,5,3,1,4,1,27828,0,45,39,>50K,
26,4,15,10,4,11,1,2,0,0,0,37,39,<=50K,
28,4,15,10,4,11,3,2,1,0,0,40,39,<=50K,
33,7,12,14,2,9,0,1,1,0,0,19,18,<=50K,
43,4,12,14,0,9,4,4,0,0,2547,40,39,>50K,
30,4,9,13,0,3,1,1,0,0,0,40,2,<=50K,
59,7,12,14,2,3,0,4,1,0,0,50,39,>50K,
28,4,15,10,4,12,3,2,1,0,0,24,39,<=50K,
48,6,15,10,4,7,1,4,1,0,0,40,39,<=50K,
